click,impression,url_hash,ad_id,advertiser_id,depth,position,query_id,keyword_id,title_id,description_id,user_id
b'0',1.0,5.888277431783336e+18,7955184.0,6520.0,2.0,2.0,183.0,634.0,1179.0,1647.0,14944105.0
b'1',1.0,1.205787899908646e+19,20222970.0,27961.0,1.0,1.0,91.0,184.0,378.0,1134.0,18935821.0
b'0',1.0,4.1337694117587937e+18,3741873.0,11215.0,2.0,1.0,9748.0,8376.0,24236.0,24808.0,7312301.0
b'0',1.0,6.487413914859005e+18,6130134.0,19772.0,2.0,2.0,205.0,3331.0,8510.0,9616.0,81443.0
b'0',1.0,1.4140300435418186e+18,20384437.0,1502.0,1.0,1.0,1136.0,3864.0,76.0,101.0,1200022.0
b'0',1.0,1.578511299927674e+19,20908196.0,35088.0,3.0,2.0,0.0,0.0,2.0,5.0,4797223.0
b'1',10.0,1.4340390157469403e+19,9027034.0,23808.0,2.0,2.0,9516.0,12032.0,4007.0,4338.0,712147.0
b'0',2.0,2.2917676658146214e+18,21103892.0,24376.0,2.0,1.0,8.0,88.0,206.0,291.0,1290166.0
b'0',1.0,1.1570917665805173e+19,20757913.0,33493.0,1.0,1.0,253476.0,4971.0,17517.0,173.0,5372434.0
b'0',1.0,4.0411121688647393e+18,21916225.0,37839.0,3.0,1.0,14763.0,86365.0,173303.0,6564.0,1762029.0
b'1',1.0,1.4340390157469403e+19,21163923.0,23808.0,2.0,1.0,5359555.0,750.0,1867.0,34.0,3603319.0
b'1',1.0,1.4340390157469403e+19,21360106.0,23777.0,2.0,1.0,549683.0,132.0,7892.0,548.0,6490878.0
b'0',1.0,1.5145480155589095e+19,20888595.0,23807.0,2.0,1.0,23.0,48.0,5.0,11.0,7560018.0
b'1',1.0,2.6928596198512824e+18,21733734.0,2051.0,2.0,1.0,49450.0,105021.0,52367.0,231645.0,131825.0
b'0',1.0,1.034946865176566e+19,21522776.0,37422.0,2.0,1.0,0.0,0.0,25.0,4.0,14745601.0
b'0',1.0,5.90049170475841e+18,1269259.0,11759.0,1.0,1.0,24705.0,34315.0,5013.0,182210.0,696977.0
b'0',1.0,8.02853731274832e+18,21872818.0,37834.0,3.0,3.0,46904.0,16135.0,20287.0,5733.0,1314555.0
b'0',1.0,4.949197173803122e+18,20664776.0,24107.0,3.0,2.0,1233805.0,9833.0,447204.0,364706.0,0.0
b'0',1.0,1.205787899908646e+19,20197138.0,27961.0,1.0,1.0,7020.0,4530.0,4574.0,5850.0,766227.0
b'0',1.0,8.848021695083077e+18,20035409.0,2387.0,2.0,1.0,843013.0,3791.0,7074.0,8106.0,0.0
b'0',1.0,1.1751890852108218e+19,6575524.0,23801.0,1.0,1.0,519952.0,10637.0,238.0,430.0,2496276.0
b'1',1.0,1.3756257544627677e+19,10793633.0,24354.0,3.0,3.0,1490831.0,1701.0,6126.0,7873.0,1390161.0
b'0',2.0,7.703279069701543e+18,21299653.0,4983.0,1.0,1.0,3192101.0,21800.0,27086.0,26629.0,0.0
b'0',1.0,4.969291200346086e+18,1673335.0,3383.0,1.0,1.0,20064973.0,6547.0,6796.0,35780.0,1158.0
b'0',1.0,1.4340390157469403e+19,20643970.0,23808.0,1.0,1.0,3847117.0,20.0,9.0,9.0,2944024.0
b'0',1.0,8.525460686450042e+18,20089700.0,13242.0,2.0,1.0,14120545.0,86704.0,115087.0,25116.0,1902393.0
b'1',1.0,4.876702067173951e+17,20590904.0,24027.0,2.0,1.0,113675.0,814.0,80943.0,92349.0,6347287.0
b'0',1.0,1.4340390157469403e+19,10110402.0,23808.0,1.0,1.0,18319627.0,35.0,58.0,10.0,0.0
b'0',1.0,5.5111324610218e+18,21230034.0,10040.0,2.0,2.0,5790.0,1737.0,1967.0,1699.0,984324.0
b'0',1.0,2.4347563200652785e+18,20119807.0,29273.0,2.0,1.0,18.0,28.0,481.0,636.0,412531.0
b'0',1.0,1.5145480155589095e+19,21156859.0,23807.0,3.0,2.0,6596877.0,94.0,826.0,8.0,9382236.0
b'0',1.0,1.5536745146689828e+18,20083853.0,23780.0,2.0,1.0,2348.0,2385.0,114.0,154.0,879353.0
b'0',1.0,1.205787899908646e+19,20192676.0,27961.0,1.0,1.0,19462761.0,1121.0,2332.0,3122.0,0.0
b'0',1.0,1.205787899908646e+19,20157091.0,27961.0,2.0,2.0,151.0,138.0,556.0,838.0,13941201.0
b'0',1.0,1.194581708171779e+19,8604986.0,12755.0,2.0,1.0,1717.0,1886.0,2885.0,3622.0,13511508.0
b'0',1.0,1.2295382699543765e+19,20137943.0,9898.0,1.0,1.0,410.0,451.0,1713.0,1905.0,4557023.0
b'0',1.0,9.004035880665279e+18,20595493.0,33800.0,2.0,1.0,2738463.0,234.0,473.0,732.0,2362323.0
b'0',1.0,1.4340390157469403e+19,20789169.0,23808.0,1.0,1.0,264785.0,2808.0,5047.0,1451.0,1540951.0
b'0',2.0,1.8607419736449293e+17,7254544.0,8275.0,3.0,1.0,679067.0,35155.0,387703.0,317860.0,0.0
b'0',1.0,1.7656932240573012e+19,20212176.0,32392.0,1.0,1.0,2673003.0,118.0,59034.0,53222.0,3490673.0
b'0',1.0,7.903914528320191e+18,20623354.0,2012.0,2.0,1.0,8736026.0,554.0,998.0,214.0,2708115.0
b'0',1.0,7.903914528320191e+18,21162543.0,1325.0,1.0,1.0,2983430.0,238.0,727.0,1095.0,1789575.0
b'0',1.0,5.106673769677583e+18,2537487.0,3830.0,2.0,2.0,14178497.0,5321.0,35831.0,42160.0,893364.0
b'0',1.0,1.205787899908646e+19,20192676.0,27961.0,2.0,1.0,30.0,39.0,131.0,436.0,654052.0
b'0',1.0,1.4340390157469403e+19,21163923.0,23808.0,2.0,1.0,1736059.0,336.0,539.0,37.0,7040048.0
b'0',146.0,5.07990106805139e+18,4320077.0,25928.0,3.0,2.0,4755.0,11532.0,62388.0,56192.0,3188.0
b'1',1.0,8.288930363230609e+18,20915048.0,29706.0,2.0,2.0,306537.0,37132.0,39079.0,251.0,0.0
b'0',1.0,7.49945427299108e+18,21755123.0,11121.0,1.0,1.0,431.0,583.0,3872.0,4848.0,12126314.0
b'0',1.0,1.4340390157469403e+19,21360118.0,23777.0,2.0,1.0,15283453.0,404.0,3891.0,3925.0,7276288.0
b'0',1.0,5.937256857527595e+18,21299885.0,34139.0,2.0,2.0,197.0,114.0,8333.0,6166.0,2423479.0
b'0',1.0,1.457854145126214e+19,4425796.0,28411.0,2.0,1.0,20662.0,5188.0,1976.0,2205.0,30721.0
b'0',1.0,8.021612362503202e+18,4420724.0,12319.0,1.0,1.0,96304.0,1703.0,50686.0,46212.0,839960.0
b'0',1.0,6.791565021519463e+18,21920339.0,37956.0,1.0,1.0,92665.0,288.0,93.0,171.0,920217.0
b'0',1.0,1.205787899908646e+19,20183535.0,27961.0,3.0,3.0,290084.0,595.0,12789.0,9106.0,0.0
b'1',1.0,2.4347563200652785e+18,21173726.0,29273.0,3.0,1.0,10593.0,1928.0,98.0,69.0,0.0
b'0',1.0,1.271304951377705e+19,20650525.0,23382.0,3.0,3.0,16523.0,143470.0,549507.0,12006.0,2062744.0
b'0',1.0,2.994778988782128e+18,21100778.0,35482.0,2.0,1.0,40636.0,1629.0,1129.0,1334.0,293904.0
b'0',1.0,2.0021430589649848e+18,20188698.0,24124.0,2.0,1.0,2.0,266.0,384.0,255.0,11676900.0
b'0',1.0,1.205787899908646e+19,20185462.0,27961.0,1.0,1.0,192178.0,3122.0,4378.0,5512.0,1409533.0
b'0',1.0,1.578511299927674e+19,20908196.0,35088.0,2.0,2.0,0.0,0.0,2.0,5.0,16417688.0
b'1',2.0,1.4340390157469403e+19,3207836.0,23777.0,3.0,1.0,75707.0,2417.0,1833.0,2082.0,0.0
b'0',1.0,1.5859647530187389e+19,2989726.0,23778.0,1.0,1.0,82.0,104.0,62.0,79.0,6448469.0
b'0',1.0,1.3503262172158704e+19,1567244.0,1185.0,1.0,1.0,18062114.0,309.0,1341.0,2049.0,22418242.0
b'0',1.0,1.7428393905688543e+19,21259533.0,30030.0,1.0,1.0,18539312.0,12685.0,29104.0,725.0,500016.0
b'0',1.0,4.163092579963588e+17,8880113.0,24686.0,3.0,1.0,6508206.0,87633.0,269405.0,224253.0,1818771.0
b'0',1.0,1.4340390157469403e+19,3200227.0,23777.0,2.0,2.0,11972.0,2325.0,13701.0,90.0,5933598.0
b'0',1.0,1.4340390157469403e+19,21360120.0,23777.0,3.0,2.0,779.0,932.0,6238.0,563.0,3299717.0
b'0',1.0,7.903914528320191e+18,21162350.0,1325.0,1.0,1.0,238.0,168.0,318.0,925.0,20140175.0
b'0',1.0,4.162896588160482e+18,20315640.0,27951.0,3.0,1.0,60554.0,55426.0,68916.0,69118.0,13103.0
b'0',3.0,1.7611115454105706e+19,2582085.0,23955.0,1.0,1.0,21349280.0,46354.0,51260.0,36565.0,0.0
b'1',1.0,7.903914528320191e+18,20885621.0,2010.0,3.0,1.0,4199.0,4777.0,9707.0,10962.0,1334495.0
b'1',1.0,5.120683440510468e+18,8676731.0,1268.0,2.0,2.0,12486.0,1210.0,4628.0,7499.0,778116.0
b'0',1.0,1.205787899908646e+19,20157628.0,27961.0,3.0,3.0,0.0,0.0,7.0,14.0,3114246.0
b'0',1.0,8.814549719853467e+18,2181111.0,4098.0,2.0,2.0,1323.0,3847.0,48303.0,51793.0,2920992.0
b'1',1.0,3.245954376546902e+18,21344713.0,36612.0,3.0,1.0,6026.0,5187.0,22326.0,19760.0,1501717.0
b'1',1.0,1.4140300435418186e+18,21246163.0,1502.0,3.0,2.0,166.0,443.0,459.0,601.0,293006.0
b'1',13.0,9.806838428950888e+18,21811761.0,37737.0,2.0,2.0,8278.0,13917.0,20578.0,44093.0,0.0
b'0',5.0,1.4340390157469403e+19,3207451.0,23777.0,3.0,3.0,400836.0,2704.0,1729.0,1993.0,0.0
b'0',1.0,1.6292555734935847e+19,21441515.0,37024.0,3.0,3.0,14157.0,41491.0,423205.0,411976.0,632128.0
b'0',1.0,1.7584352906692375e+19,21416553.0,85.0,2.0,1.0,3292.0,1280.0,47605.0,43599.0,761249.0
b'0',1.0,8.323472756667511e+18,21927086.0,38068.0,2.0,1.0,21.0,12.0,1521.0,863.0,539474.0
b'0',4.0,6.830034151302449e+18,22104003.0,23585.0,3.0,3.0,419449.0,2498.0,39437.0,2369.0,0.0
b'0',1.0,5.851252814446936e+18,20133625.0,28698.0,3.0,1.0,562.0,305.0,27813.0,23668.0,1766070.0
b'0',1.0,1.205787899908646e+19,20157587.0,27961.0,3.0,3.0,0.0,0.0,7.0,14.0,4886299.0
b'1',3.0,1.5989049276530887e+19,20314208.0,23823.0,2.0,1.0,97765.0,207596.0,5572.0,5875.0,157370.0
b'0',1.0,1.7190505978019734e+19,21454537.0,36519.0,1.0,1.0,41339.0,11570.0,660433.0,886358.0,0.0
b'0',1.0,1.7190505978019734e+19,21327618.0,36519.0,2.0,2.0,28240.0,57658.0,102477.0,89958.0,3913939.0
b'0',1.0,1.4340390157469403e+19,21163927.0,23808.0,1.0,1.0,22421363.0,2185.0,4484.0,127.0,0.0
b'0',1.0,1.205787899908646e+19,20180629.0,27961.0,3.0,2.0,83.0,34.0,328.0,455.0,502858.0
b'0',1.0,1.4340390157469403e+19,3111383.0,23777.0,2.0,2.0,4354.0,3863.0,4965.0,5305.0,3072050.0
b'0',1.0,6.912851286990253e+18,20027162.0,18918.0,2.0,1.0,12758482.0,119884.0,1953045.0,1044343.0,5270550.0
b'0',1.0,7.941952683291593e+18,20024971.0,10935.0,3.0,2.0,263410.0,34705.0,292178.0,86300.0,0.0
b'0',2.0,1.511008931457547e+19,21105783.0,20523.0,2.0,1.0,94969.0,53179.0,389607.0,184957.0,13918769.0
b'0',1.0,1.4600073692226415e+19,21520682.0,4004.0,2.0,2.0,2298928.0,152.0,527.0,870.0,0.0
b'0',1.0,1.4170743816979116e+19,3923565.0,1998.0,2.0,1.0,15888719.0,6064.0,1049.0,117499.0,5170126.0
b'0',1.0,1.4340390157469403e+19,6435187.0,23777.0,2.0,1.0,4084684.0,18589.0,33308.0,31010.0,6382006.0
b'0',1.0,9.45917755559769e+18,21163140.0,5466.0,3.0,3.0,929.0,1619.0,36810.0,65005.0,5043061.0
b'0',1.0,1.2972158645927619e+19,10409436.0,29128.0,2.0,1.0,120.0,30.0,5815.0,5967.0,145676.0
b'0',1.0,8.374971958388247e+18,20813902.0,4832.0,1.0,1.0,1075.0,1375.0,1185.0,1567.0,13841235.0
b'0',1.0,1.4340390157469403e+19,3126856.0,23777.0,3.0,1.0,7624043.0,17874.0,31300.0,29219.0,0.0
b'0',2.0,6.228784066129291e+18,9469232.0,1998.0,1.0,1.0,9942334.0,285649.0,840907.0,915.0,6277415.0
b'0',1.0,1.7162033426281167e+19,21346998.0,941.0,2.0,1.0,2046704.0,18087.0,745946.0,638856.0,41820.0
b'0',1.0,1.7793055910913241e+19,20664704.0,34007.0,2.0,2.0,1239709.0,33798.0,134246.0,121414.0,355727.0
b'0',1.0,1.205787899908646e+19,20163606.0,27961.0,3.0,3.0,1119426.0,6564.0,48635.0,48428.0,0.0
b'0',1.0,9.740463035797752e+18,21423329.0,11536.0,2.0,2.0,233060.0,2171.0,3090.0,3361.0,10341927.0
b'0',1.0,2.670952723278905e+18,20172874.0,23805.0,2.0,2.0,5.0,3.0,35.0,16.0,8596735.0
b'0',1.0,1.202444190604719e+19,20379590.0,12074.0,3.0,2.0,6296210.0,85255.0,1379900.0,1173367.0,613208.0
b'0',2.0,1.5834117765003112e+19,10406321.0,13927.0,2.0,2.0,4031.0,5293.0,9867.0,9456.0,276055.0
b'1',2.0,2.4127717961104635e+18,20067139.0,23781.0,1.0,1.0,452397.0,1301.0,8.0,1.0,8933878.0
b'0',1.0,6.715049002232656e+18,3065545.0,23783.0,2.0,2.0,1825641.0,45.0,40.0,53.0,672330.0
b'0',1.0,4.006403344526142e+18,21362252.0,36760.0,3.0,1.0,24586.0,18307.0,436224.0,486.0,6495365.0
b'0',1.0,4.192533441706128e+18,20684813.0,2533.0,3.0,3.0,307512.0,16484.0,32138.0,33986.0,0.0
b'0',1.0,1.321861440763957e+19,21269930.0,2376.0,2.0,2.0,1513.0,811.0,358586.0,207376.0,7284577.0
b'0',1.0,1.4340390157469403e+19,6435051.0,23777.0,1.0,1.0,16549.0,1322.0,867.0,1081.0,8304010.0
b'1',1.0,2.314655600168317e+18,3741657.0,15543.0,2.0,1.0,184478.0,138559.0,574321.0,537453.0,14026.0
b'0',1.0,1.3359361103803858e+18,21381387.0,33847.0,2.0,2.0,18806.0,51182.0,300473.0,291165.0,0.0
b'0',1.0,1.7515035192534186e+19,21333842.0,36608.0,3.0,3.0,8717.0,814.0,61237.0,266.0,1728388.0
b'0',1.0,1.205787899908646e+19,20174701.0,27961.0,1.0,1.0,374977.0,22380.0,23276.0,24888.0,0.0
b'1',2.0,1.3322213530766359e+19,21330717.0,16403.0,2.0,2.0,17536.0,64556.0,43129.0,39643.0,1250159.0
b'1',1.0,1.2949714071424942e+19,21521631.0,37260.0,3.0,1.0,204533.0,1160480.0,3706656.0,135877.0,304841.0
b'0',1.0,1.4340390157469403e+19,10397447.0,23808.0,1.0,1.0,13.0,21.0,16.0,15.0,23302161.0
b'0',2.0,1.303499524706142e+19,6790485.0,27503.0,3.0,1.0,52314.0,100959.0,667850.0,500562.0,691452.0
b'0',1.0,1.417628673474559e+19,8188454.0,24674.0,3.0,3.0,690619.0,115290.0,299044.0,304882.0,0.0
b'0',3.0,6.324020793843805e+18,20711342.0,27500.0,2.0,2.0,4.0,33.0,417.0,262.0,440292.0
b'0',1.0,8.134264174510893e+18,10593107.0,1268.0,1.0,1.0,221249.0,2408.0,1616.0,2.0,317123.0
b'1',1.0,1.608847813967667e+19,5936161.0,11565.0,2.0,1.0,10119.0,3211.0,3104.0,3363.0,131808.0
b'0',1.0,1.4340390157469403e+19,4980549.0,23777.0,2.0,1.0,15479413.0,2572.0,5663.0,9145.0,813657.0
b'0',1.0,1.136372424770545e+19,20125811.0,30405.0,2.0,1.0,4132.0,11922.0,16453.0,55326.0,59729.0
b'0',1.0,1.6794704970244289e+19,7206993.0,26286.0,1.0,1.0,511.0,355.0,1891.0,10054.0,15054370.0
b'0',3.0,2.0021430589649848e+18,20606969.0,24124.0,2.0,1.0,641496.0,1197.0,119691.0,196743.0,0.0
b'0',1.0,1.3090221289647714e+19,20174985.0,23795.0,1.0,1.0,31.0,198.0,3.0,7.0,22786206.0
b'0',1.0,1.504916786057005e+19,8153972.0,13243.0,1.0,1.0,18000199.0,11449.0,139660.0,56892.0,10756598.0
b'0',5.0,1.523471329505401e+19,4256011.0,23964.0,1.0,1.0,30640.0,43996.0,90241.0,81946.0,48851.0
b'0',3.0,1.7190505978019734e+19,21723619.0,36519.0,3.0,3.0,4785.0,499.0,6782.0,3378.0,138009.0
b'0',2.0,1.4340390157469403e+19,9027314.0,23808.0,3.0,1.0,34.0,6.0,70.0,89.0,3376762.0
b'1',20.0,1.205787899908646e+19,20192676.0,27961.0,2.0,2.0,493.0,1152.0,30707.0,59068.0,0.0
b'0',1.0,1.8401366840902033e+19,21375826.0,36704.0,1.0,1.0,16229611.0,10006.0,58655.0,51090.0,0.0
b'0',1.0,4.2114077176433556e+18,21374681.0,1625.0,2.0,1.0,9632706.0,246.0,13971.0,14523.0,168893.0
b'0',1.0,1.205787899908646e+19,20183665.0,27961.0,2.0,2.0,26523.0,9096.0,353230.0,530.0,978672.0
b'0',2.0,4.77370298187914e+18,4306090.0,20858.0,1.0,1.0,18467605.0,99739.0,161038.0,194533.0,76564.0
b'0',2.0,3.010475069228332e+18,21487965.0,35824.0,2.0,2.0,616677.0,28292.0,49662.0,45375.0,166329.0
b'0',2.0,3.2643867987004554e+18,10869115.0,30419.0,1.0,1.0,20553017.0,1327.0,5644.0,5958.0,1491.0
b'0',1.0,1.3411610075250555e+18,21325116.0,36548.0,1.0,1.0,328.0,1491.0,2625.0,4215.0,1096466.0
b'0',1.0,1.4340390157469403e+19,4708095.0,23777.0,1.0,1.0,25488392.0,2202.0,1480.0,1742.0,20758637.0
b'1',1.0,1.4340390157469403e+19,10110383.0,23808.0,1.0,1.0,1900.0,224.0,842.0,10.0,306616.0
b'1',1.0,7.360279425078247e+18,20568182.0,30195.0,2.0,1.0,5263.0,9253.0,1321.0,1613.0,3003.0
b'0',1.0,2.0021430589649848e+18,20945323.0,24124.0,2.0,2.0,46.0,77.0,3234.0,6657.0,6781.0
b'0',1.0,1.033776208013359e+19,21369998.0,36766.0,2.0,1.0,1981.0,9330.0,59940.0,57159.0,5120414.0
b'0',1.0,1.5145480155589095e+19,21927082.0,23807.0,3.0,2.0,867.0,333.0,30.0,32.0,1880460.0
b'0',1.0,1.1121833691387079e+19,21134703.0,23807.0,2.0,1.0,51.0,31.0,364.0,8.0,5244175.0
b'1',1.0,6.539424021056515e+18,3219149.0,23777.0,1.0,1.0,704.0,1618.0,57.0,72.0,20864392.0
b'0',1.0,7.973994351429679e+18,20969733.0,35351.0,1.0,1.0,149.0,5558.0,22805.0,21734.0,2340561.0
b'0',1.0,3.5168895657275873e+18,4340958.0,1267.0,2.0,2.0,4298136.0,4477.0,3798.0,4353.0,0.0
b'0',1.0,1.4340390157469403e+19,21360116.0,23777.0,2.0,1.0,4771609.0,1052.0,395.0,523.0,118856.0
b'1',1.0,7.903914528320191e+18,21162407.0,1325.0,2.0,2.0,1352.0,15070.0,25996.0,27142.0,14419893.0
b'1',1.0,1.3516559178445044e+19,22097754.0,24340.0,3.0,1.0,5585.0,14871.0,26417.0,26336.0,8665314.0
b'0',2.0,2.7415928756739395e+18,1000699.0,2716.0,2.0,1.0,74025.0,3618.0,19255.0,11125.0,0.0
b'0',1.0,1.205787899908646e+19,20174700.0,27961.0,1.0,1.0,15323667.0,6504.0,14783.0,15115.0,2388563.0
b'0',1.0,4.396375116549469e+18,21372225.0,32979.0,2.0,1.0,4201237.0,1527.0,90355.0,23528.0,920555.0
b'0',3.0,1.523471329505401e+19,3499915.0,23964.0,3.0,2.0,3022916.0,8507.0,6730.0,1918.0,0.0
b'0',3.0,1.5145480155589095e+19,20888995.0,23807.0,1.0,1.0,21584200.0,181552.0,5.0,11.0,20254980.0
b'0',1.0,1.4340390157469403e+19,3106889.0,23777.0,1.0,1.0,16021.0,22349.0,27036.0,25568.0,2938748.0
b'0',3.0,1.4752340494333622e+19,7179747.0,20862.0,3.0,1.0,12575.0,2821.0,13482.0,13709.0,195723.0
b'0',1.0,1.277673072011498e+19,9092272.0,2569.0,3.0,2.0,13768.0,8157.0,1310519.0,1026682.0,0.0
b'1',1.0,1.5271647416265628e+19,22227340.0,23777.0,2.0,1.0,392.0,1104.0,4895.0,4263.0,77983.0
b'0',1.0,1.4340390157469403e+19,9027213.0,23808.0,2.0,1.0,1.0,1.0,0.0,0.0,2106526.0
b'1',1.0,7.903914528320191e+18,21162526.0,1325.0,3.0,1.0,15.0,10.0,24.0,25.0,462241.0
b'1',1.0,2.670952723278905e+18,20172874.0,23805.0,2.0,2.0,1.0,3.0,35.0,16.0,123193.0
b'1',1.0,1.4340390157469403e+19,10110373.0,23808.0,2.0,2.0,6539190.0,333.0,513.0,10.0,0.0
b'1',1.0,1.4756578758696272e+19,21090724.0,3625.0,2.0,2.0,9682.0,20950.0,85912.0,81606.0,13391722.0
b'1',1.0,1.5989049276530887e+19,20311871.0,23824.0,2.0,1.0,8869.0,23904.0,51670.0,31.0,7520358.0
b'0',1.0,1.4340390157469403e+19,10110319.0,23808.0,3.0,3.0,6341370.0,1855.0,4324.0,43.0,9861288.0
b'0',1.0,9.446375685917684e+18,20178352.0,32791.0,2.0,1.0,2201962.0,11387.0,52150.0,67436.0,14435942.0
b'1',1.0,7.903914528320191e+18,21162526.0,1325.0,2.0,1.0,15.0,10.0,22.0,23.0,7270455.0
b'0',1.0,8.374971958388247e+18,3819348.0,4832.0,1.0,1.0,25751622.0,2849.0,4094.0,5192.0,0.0
b'0',1.0,1.008357241655155e+19,2041855.0,23862.0,2.0,2.0,15764711.0,31664.0,212745.0,254509.0,4031395.0
b'0',3.0,5.647928073796815e+18,4359659.0,5219.0,2.0,2.0,206457.0,253416.0,480580.0,411745.0,0.0
